Contest,Candidate Issue,Party,District Name,Total Votes,% of Total Votes
SHERIFF   - Democratic,Brian D. GREAR,DMP,"Town of Porter 1, 2, 3, 4, 5, 6 ",0,0.00
SHERIFF   - Democratic,Brian D. GREAR,DMP,"Town of Royalton 1, 2, 3, 4, 5, 6 ",0,0.00
SHERIFF   - Democratic,Brian D. GREAR,DMP,"Town of Somerset 1, 2 ",0,0.00
SHERIFF   - Democratic,Brian D. GREAR,DMP,"Town of Wheatfield 1, 2, 3, 4, 5, 6, 7, 8, 9 ",0,0.00
SHERIFF   - Democratic,Brian D. GREAR,DMP,"Town of Wheatfield 10, 11, 12, 13, 14 ",0,0.00
SHERIFF   - Democratic,Brian D. GREAR,DMP,"Town of Wilson 1, 2, 3, 4, 5 ",0,0.00
SHERIFF   - Democratic,Brian D. GREAR,DMP,"City of North Tonawanda 1/1, 1/2, 1/3, 1/8 ",75,34.88
SHERIFF   - Democratic,Brian D. GREAR,DMP,"City of North Tonawanda 1/10, 2/4, 2/6 ",41,35.34
SHERIFF   - Democratic,Brian D. GREAR,DMP,"City of North Tonawanda 1/1, 1/2, 1/3, 1/8, 1/9, 1/10, 2/4, 2/6 ",0,0.00
SHERIFF   - Democratic,Brian D. GREAR,DMP,"City of North Tonawanda 1/4, 1/5 ",40,32.00
SHERIFF   - Democratic,Brian D. GREAR,DMP,"City of North Tonawanda 1/6, 1/7 ",36,28.80
SHERIFF   - Democratic,Brian D. GREAR,DMP,"City of North Tonawanda 3/1, 3/2, 3/3, 3/4, 3/5 ",67,29.52
SHERIFF   - Democratic,Brian D. GREAR,DMP,"City of North Tonawanda 3/7, 3/8 ",27,27.00
SHERIFF   - Democratic,Brian D. GREAR,DMP,"City of North Tonawanda 3/6, 3/9, 3/10, 3/11, 3/12 ",92,26.29
SHERIFF   - Democratic,Brian D. GREAR,DMP,"City of North Tonawanda 1/4, 1/5, 1/6, 1/7 ",0,0.00
SHERIFF   - Democratic,Brian D. GREAR,DMP,"City of North Tonawanda 2/1, 2/2, 2/3, 2/5, 2/7, 2/8, 2/9, 2/10, 2/11  ",160,35.09
SHERIFF   - Democratic,Brian D. GREAR,DMP,"City of North Tonawanda 3/1, 3/2, 3/3, 3/4, 3/5, 3/7, 3/8 ",0,0.00
SHERIFF   - Democratic,Brian D. GREAR,DMP,"Town of Wheatfield 1, 2, 3, 4, 5, 6, 7, 8, 9 ",145,17.84
SHERIFF   - Democratic,Brian D. GREAR,DMP,"Town of Wheatfield 10, 11, 12, 13, 14 ",137,26.76
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Niagara Falls 3/1,3/2, 3/3, 3/11 ",305,76.83
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Niagara Falls 3/4, 3/5, 3/8 ",212,78.23
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Niagara Falls 3/13 ",30,71.43
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Niagara Falls 3/6, 3/7, 3/9, 3/10, 3/12 ",366,78.88
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Niagara Falls 4/1 ",90,65.69
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Niagara Falls 4/2, 4/4 ",120,76.92
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Niagara Falls 4/3 ",55,67.90
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Niagara Falls 4/5, 4/6, 4/7, 4/8 ",252,76.83
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Niagara Falls 5/1, 5/2, 5/3 ",312,81.25
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Niagara Falls 5/4 ",66,79.52
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Niagara Falls 5/5, 5/6 ",152,74.51
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Niagara Falls 6/1, 6/2 ",188,81.03
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Niagara Falls 6/3, 6/4, 6/5, 6/8 ",235,77.30
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Niagara Falls 6/6, 6/7 ",77,79.38
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Niagara Falls 6/9, 6/10 ",115,72.33
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Lockport 1/1, 1/2, 1/3, 1/4 ",166,65.35
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Lockport 2/1, 2/2, 2/3, 2/4 ",227,62.53
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Lockport 3/1, 3/2, 3/3 ",134,60.91
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Lockport 4/1, 4/2, 4/3, 4/4 ",164,63.32
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Lockport 5/1, 5/2, 5/3, 5/4 ",205,61.19
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 1/1 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 1/2 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 1/3 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 1/8 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 1/9 ",70,72.16
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 1/10 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 1/4 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 1/5 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 1/6 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 1/7 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 2/1 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 2/2 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 2/3 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 2/5 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 2/7 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 2/8 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 2/9 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 2/10 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 2/11 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 2/4 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 2/6 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 3/1 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 3/2 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 3/3 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 3/4 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 3/5 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 3/7 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 3/8 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 3/6 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 3/9 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 3/10 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 3/11 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 3/12 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Cambria 1,2,3,4 ",248,65.09
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Hartland 1,2,3 ",133,74.72
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Lewiston 1,2,3,10,11,12,13,14 ",685,77.75
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Lewiston 4,5,6,7,8,9 ",459,77.14
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Lockport 1,2,15, 16 ",233,75.65
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Lockport 3,4,5,10,11,12,13,14 ",468,66.95
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Lockport 6, 7, 8, 9 ",184,63.01
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Newfane 1,2,3,4,5,6,7,8 ",345,68.05
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Niagara 1,2,3,4,5,6,7 ",485,82.48
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Pendleton 1,2,3,4,5,6 ",300,65.50
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Porter 1,2,3,4,5,6 ",450,76.66
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Royalton 1,2,3,4,5,6 ",236,68.01
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Somerset 1, 2 ",84,77.06
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Wheatfield 1,2,3,4,6,7 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Wheatfield 5 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Wheatfield 8 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Wheatfield 9 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Wheatfield 10,11,12,13,14 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Wilson 1,2,3,4,5 ",288,77.42
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Niagara Falls 3/1, 3/2, 3/3, 3/11 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Niagara Falls 3/4, 3/5, 3/8 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Niagara Falls 3/13 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Niagara Falls 3/6, 3/7, 3/9, 3/10, 3/12 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Niagara Falls 4/1 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Niagara Falls 4/2, 4/4 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Niagara Falls 4/3 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Niagara Falls 4/5, 4/6, 4/7, 4/8 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Niagara Falls 5/1, 5/2, 5/3 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Niagara Falls 5/4 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Niagara Falls 5/5, 5/6 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Niagara Falls 6/1, 6/2 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Niagara Falls 6/3, 6/4, 6/5, 6/8 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Niagara Falls 6/6, 6/7 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Niagara Falls 6/9, 6/10 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Lockport 1/1, 1/2, 1/3, 1/4 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Lockport 2/1, 2/2, 2/3, 2/4 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Lockport 3/1, 3/2, 3/3 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Lockport 4/1, 4/2, 4/3, 4/4 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Lockport 5/1, 5/2, 5/3, 5/4 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 1/1, 1/2, 1/3, 1/8, 1/9, 1/10, 2/4, 2/6 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 1/4, 1/5, 1/6, 1/7 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 2/1, 2/2, 2/3, 2/5, 2/7, 2/8, 2/9, 2/10, 2/11 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 3/1, 3/2, 3/3, 3/4, 3/5, 3/7, 3/8 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 3/6, 3/9, 3/10, 3/11, 3/12 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Cambria 1, 2, 3, 4 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Hartland 1, 2, 3 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Lewiston 1, 2, 3, 10, 11, 12, 13, 14 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Lewiston 4, 5, 6, 7, 8, 9 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Lockport 1, 2, 15, 16 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Lockport 3, 4, 5, 10, 11, 12, 13, 14 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Lockport 6, 7, 8, 9 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Newfane 1, 2, 3, 4, 5, 6, 7, 8 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Niagara 1, 2, 3, 4, 5, 6, 7 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Pendleton 1, 2, 3, 4, 5, 6 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Porter 1, 2, 3, 4, 5, 6 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Royalton 1, 2, 3, 4, 5, 6 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Somerset 1, 2 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Wheatfield 1, 2, 3, 4, 5, 6, 7, 8, 9 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Wheatfield 10, 11, 12, 13, 14 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Wilson 1, 2, 3, 4, 5 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Niagara Falls 3/13 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Lockport 1/1, 1/2, 1/3, 1/4 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Lockport 2/1, 2/2, 2/3, 2/4 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Lockport 3/1, 3/2, 3/3 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Lockport 4/1, 4/2, 4/3, 4/4 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of Lockport 5/1, 5/2, 5/3, 5/4 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Cambria 1, 2, 3, 4 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Hartland 1, 2, 3 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Lewiston 1, 2, 3, 10, 11, 12, 13, 14 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Lewiston 4, 5, 6, 7, 8, 9 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Lockport 1, 2, 15, 16 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Lockport 3, 4, 5, 10, 11, 12, 13, 14 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Lockport 6, 7, 8, 9 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Newfane 1, 2, 3, 4, 5, 6, 7, 8 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Niagara 1, 2, 3, 4, 5, 6, 7 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Pendleton 1, 2, 3, 4, 5, 6 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Porter 1, 2, 3, 4, 5, 6 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Royalton 1, 2, 3, 4, 5, 6 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Somerset 1, 2 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Wheatfield 1, 2, 3, 4, 5, 6, 7, 8, 9 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Wheatfield 10, 11, 12, 13, 14 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Wilson 1, 2, 3, 4, 5 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 1/1, 1/2, 1/3, 1/8 ",140,65.12
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 1/10, 2/4, 2/6 ",75,64.66
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 1/1, 1/2, 1/3, 1/8, 1/9, 1/10, 2/4, 2/6 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 1/4, 1/5 ",85,68.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 1/6, 1/7 ",89,71.20
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 3/1, 3/2, 3/3, 3/4, 3/5 ",159,70.04
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 3/7, 3/8 ",72,72.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 3/6, 3/9, 3/10, 3/11, 3/12 ",257,73.43
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 1/4, 1/5, 1/6, 1/7 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 2/1, 2/2, 2/3, 2/5, 2/7, 2/8, 2/9, 2/10, 2/11  ",296,64.91
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"City of North Tonawanda 3/1, 3/2, 3/3, 3/4, 3/5, 3/7, 3/8 ",0,0.00
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Wheatfield 1, 2, 3, 4, 5, 6, 7, 8, 9 ",667,82.04
SHERIFF   - Democratic,Michael J. FILICETTI,DMP,"Town of Wheatfield 10, 11, 12, 13, 14 ",373,72.85
SHERIFF   - Democratic,Write-in,,"City of Niagara Falls 3/1,3/2, 3/3, 3/11 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of Niagara Falls 3/4, 3/5, 3/8 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of Niagara Falls 3/13 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of Niagara Falls 3/6, 3/7, 3/9, 3/10, 3/12 ",1,0.22
SHERIFF   - Democratic,Write-in,,"City of Niagara Falls 4/1 ",1,0.73
SHERIFF   - Democratic,Write-in,,"City of Niagara Falls 4/2, 4/4 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of Niagara Falls 4/3 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of Niagara Falls 4/5, 4/6, 4/7, 4/8 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of Niagara Falls 5/1, 5/2, 5/3 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of Niagara Falls 5/4 ",1,1.20
SHERIFF   - Democratic,Write-in,,"City of Niagara Falls 5/5, 5/6 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of Niagara Falls 6/1, 6/2 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of Niagara Falls 6/3, 6/4, 6/5, 6/8 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of Niagara Falls 6/6, 6/7 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of Niagara Falls 6/9, 6/10 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of Lockport 1/1, 1/2, 1/3, 1/4 ",1,0.39
SHERIFF   - Democratic,Write-in,,"City of Lockport 2/1, 2/2, 2/3, 2/4 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of Lockport 3/1, 3/2, 3/3 ",1,0.45
SHERIFF   - Democratic,Write-in,,"City of Lockport 4/1, 4/2, 4/3, 4/4 ",1,0.39
SHERIFF   - Democratic,Write-in,,"City of Lockport 5/1, 5/2, 5/3, 5/4 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of North Tonawanda 1/1 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of North Tonawanda 1/2 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of North Tonawanda 1/3 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of North Tonawanda 1/8 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of North Tonawanda 1/9 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of North Tonawanda 1/10 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of North Tonawanda 1/4 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of North Tonawanda 1/5 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of North Tonawanda 1/6 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of North Tonawanda 1/7 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of North Tonawanda 2/1 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of North Tonawanda 2/2 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of North Tonawanda 2/3 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of North Tonawanda 2/5 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of North Tonawanda 2/7 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of North Tonawanda 2/8 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of North Tonawanda 2/9 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of North Tonawanda 2/10 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of North Tonawanda 2/11 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of North Tonawanda 2/4 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of North Tonawanda 2/6 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of North Tonawanda 3/1 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of North Tonawanda 3/2 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of North Tonawanda 3/3 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of North Tonawanda 3/4 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of North Tonawanda 3/5 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of North Tonawanda 3/7 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of North Tonawanda 3/8 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of North Tonawanda 3/6 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of North Tonawanda 3/9 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of North Tonawanda 3/10 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of North Tonawanda 3/11 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of North Tonawanda 3/12 ",0,0.00
SHERIFF   - Democratic,Write-in,,"Town of Cambria 1,2,3,4 ",0,0.00
SHERIFF   - Democratic,Write-in,,"Town of Hartland 1,2,3 ",1,0.56
SHERIFF   - Democratic,Write-in,,"Town of Lewiston 1,2,3,10,11,12,13,14 ",1,0.11
SHERIFF   - Democratic,Write-in,,"Town of Lewiston 4,5,6,7,8,9 ",0,0.00
SHERIFF   - Democratic,Write-in,,"Town of Lockport 1,2,15, 16 ",0,0.00
SHERIFF   - Democratic,Write-in,,"Town of Lockport 3,4,5,10,11,12,13,14 ",1,0.14
SHERIFF   - Democratic,Write-in,,"Town of Lockport 6, 7, 8, 9 ",0,0.00
SHERIFF   - Democratic,Write-in,,"Town of Newfane 1,2,3,4,5,6,7,8 ",1,0.20
SHERIFF   - Democratic,Write-in,,"Town of Niagara 1,2,3,4,5,6,7 ",0,0.00
SHERIFF   - Democratic,Write-in,,"Town of Pendleton 1,2,3,4,5,6 ",0,0.00
SHERIFF   - Democratic,Write-in,,"Town of Porter 1,2,3,4,5,6 ",0,0.00
SHERIFF   - Democratic,Write-in,,"Town of Royalton 1,2,3,4,5,6 ",1,0.29
SHERIFF   - Democratic,Write-in,,"Town of Somerset 1, 2 ",1,0.92
SHERIFF   - Democratic,Write-in,,"Town of Wheatfield 1,2,3,4,6,7 ",0,0.00
SHERIFF   - Democratic,Write-in,,"Town of Wheatfield 5 ",0,0.00
SHERIFF   - Democratic,Write-in,,"Town of Wheatfield 8 ",0,0.00
SHERIFF   - Democratic,Write-in,,"Town of Wheatfield 9 ",0,0.00
SHERIFF   - Democratic,Write-in,,"Town of Wheatfield 10,11,12,13,14 ",0,0.00
SHERIFF   - Democratic,Write-in,,"Town of Wilson 1,2,3,4,5 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of Niagara Falls 3/1, 3/2, 3/3, 3/11 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of Niagara Falls 3/4, 3/5, 3/8 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of Niagara Falls 3/13 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of Niagara Falls 3/6, 3/7, 3/9, 3/10, 3/12 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of Niagara Falls 4/1 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of Niagara Falls 4/2, 4/4 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of Niagara Falls 4/3 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of Niagara Falls 4/5, 4/6, 4/7, 4/8 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of Niagara Falls 5/1, 5/2, 5/3 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of Niagara Falls 5/4 ",0,0.00
SHERIFF   - Democratic,Write-in,,"City of Niagara Falls 5/5, 5/6 ",0,0.00
